title,href,url,description,keywords,length,audio_url,audio_url_wav
Sewing Machine 2,1541-Sewing-Machine-2.html,https://soundbible.com/1541-Sewing-Machine-2.html,Sound of an electric sewing machine running and sewing clothes or some other material together,"['sewing', 'electric sewing machine', 'sewing machine', 'patching', 'factory', 'machine', 'stiching']",,https://soundbible.com/mp3/Sewing Machine 2-SoundBible.com-2092031798.mp3,https://soundbible.com/wav/Sewing Machine 2-SoundBible.com-2092031798.wav
Computer Error Alert,1540-Computer-Error-Alert.html,https://soundbible.com/1540-Computer-Error-Alert.html,Clean computer error beep sound effect. Great to replace windows operating system default sound files.,"['blunder', 'goof', 'miss', 'stumble', 'problem', 'error', 'negative', 'bad', 'wrong', 'incorrect', 'computer', 'operating system', 'windows', 'linux', 'macintosh', 'alert']",,https://soundbible.com/mp3/Computer Error Alert-SoundBible.com-783113881.mp3,https://soundbible.com/wav/Computer Error Alert-SoundBible.com-783113881.wav
Scary Chainsaw,1539-Scary-Chainsaw.html,https://soundbible.com/1539-Scary-Chainsaw.html,"Gas powered chainsaw, cutting down tree in neighborhood. chainsaw next door.","['cutting down tree', 'lumberjack', 'forestry', 'downing a tree', 'tree cutting', 'chainsaw', 'chainsaw running', 'scary chainsaw', 'chainsaw scary']",,https://soundbible.com/mp3/Scary Chainsaw-SoundBible.com-1146425849.mp3,https://soundbible.com/wav/Scary Chainsaw-SoundBible.com-1146425849.wav
Baby Talk 2,1538-Baby-Talk-2.html,https://soundbible.com/1538-Baby-Talk-2.html,Very cute baby babbling or baby talk sound clip. Baby says 4 sounds.,"['baby', 'babbling', 'baby talk', 'child talking', 'baby gibberish', 'cute', 'babyish', 'bambino', 'child', 'little angel', 'toddler']",,https://soundbible.com/mp3/Baby Talk 2-SoundBible.com-1133697617.mp3,https://soundbible.com/wav/Baby Talk 2-SoundBible.com-1133697617.wav
Stapling Paper,1537-Stapling-Paper.html,https://soundbible.com/1537-Stapling-Paper.html,Stapler clicking and stapling sound effect. Office or business sound effect.,"['office', 'business', 'working', 'stapler', 'staples', 'staple', 'stapling', 'click', 'clicking', 'office supplies']",,https://soundbible.com/mp3/Stapling Paper-SoundBible.com-238116558.mp3,https://soundbible.com/wav/Stapling Paper-SoundBible.com-238116558.wav
Stapler,1536-Stapler.html,https://soundbible.com/1536-Stapler.html,Stapler clicking and stapling sound effect. Office or business sound effect.,"['office', 'business', 'working', 'stapler', 'staples', 'staple', 'stapling', 'click', 'clicking', 'office supplies']",,https://soundbible.com/mp3/Stapler-SoundBible.com-374581609.mp3,https://soundbible.com/wav/Stapler-SoundBible.com-374581609.wav
Tropical Cyclone,1535-Tropical-Cyclone.html,https://soundbible.com/1535-Tropical-Cyclone.html,Tropical cyclone or hurricane sound effect. Great for a super storm scene. This is 2 of 2 we are uploading..,"['hurricane', 'blow', 'cyclone', 'gale', 'line storm', 'monsoon', 'storm', 'tempest', 'tornado', 'tropical cyclone', 'tropical storm', 'twister', 'typhoon', 'whirlwind']",,https://soundbible.com/mp3/Tropical Cyclone-SoundBible.com-542166920.mp3,https://soundbible.com/wav/Tropical Cyclone-SoundBible.com-542166920.wav
Hurricane,1534-Hurricane.html,https://soundbible.com/1534-Hurricane.html,"Hurricane winds, and sounds. Great for a super storm scene. This is 1 of 2 we are uploading..","['hurricane', 'blow', 'cyclone', 'gale', 'line storm', 'monsoon', 'storm', 'tempest', 'tornado', 'tropical cyclone', 'tropical storm', 'twister', 'typhoon', 'whirlwind']",,https://soundbible.com/mp3/Hurricane-SoundBible.com-1370570140.mp3,https://soundbible.com/wav/Hurricane-SoundBible.com-1370570140.wav
Straw Slurp,1533-Straw-Slurp.html,https://soundbible.com/1533-Straw-Slurp.html,Straw slurping or sipping sound effect. Drinking from a straw sound.,"['slurp', 'slurping', 'wet', 'sipping', 'drink', 'drinking', 'coffee', 'soup', 'slurped', 'liquid', 'water', 'eating', 'sipping', 'bottle water', 'drinking from straw', 'soda pop', 'soda']",,https://soundbible.com/mp3/Straw Slurp-SoundBible.com-1380241743.mp3,https://soundbible.com/wav/Straw Slurp-SoundBible.com-1380241743.wav
Guillotine,1532-Guillotine.html,https://soundbible.com/1532-Guillotine.html,Sound of a ninja swinging a samurai sword and cutting a limb or head off. Sound requested by Ben Carter.,"['chop', 'cut', 'decapitate', 'slice', 'slicing', 'behead', 'bring to the block', 'chop off ones head', 'decollate', 'execute', 'guillotine', 'amputate', 'cut off', 'decapitate', 'detruncate', 'file off', 'lop off', 'prune', 'ream', 'scrape off', 'shave off', 'shear', 'shorten', 'skim', 'trim', 'truncate', 'battle', 'fighting', 'ninja', 'warrior', 'fight', 'scary', 'spooky', 'horror']",,https://soundbible.com/mp3/Guillotine-SoundBible.com-1694495814.mp3,https://soundbible.com/wav/Guillotine-SoundBible.com-1694495814.wav
Temple Bell,1531-Temple-Bell.html,https://soundbible.com/1531-Temple-Bell.html,Great sound of a temple bell. This is the smallest of 3 recorded. This sound was requested by dj sachin.,"['temple', 'church', 'synagogue', 'bell', 'ring', 'gong', 'impact', 'ringing', 'big bell', 'large bell', 'huge bell', 'church bell', 'temple bell', 'zen bell', 'alarm', 'buzz', 'buzzer', 'carillon', 'chime', 'curfew', 'ding dong', 'dinger', 'gong', 'peal', 'ringer', 'siren', 'tintinnabulum', 'tocsin', 'toll', 'warning', 'bell', 'bong', 'boom', 'clang', 'dong', 'jingle', 'knell', 'sound', 'strike', 'tinkle', 'tintinnabulate', 'toll']",,https://soundbible.com/mp3/Temple Bell-SoundBible.com-756181215.mp3,https://soundbible.com/wav/Temple Bell-SoundBible.com-756181215.wav
Nitrous Oxide,1530-Nitrous-Oxide.html,https://soundbible.com/1530-Nitrous-Oxide.html,Nitrous oxide sound effect requested by cristi. Could be Nitrus Oxide from a car or similar.,"['nitrus oxide', 'nos', 'car', 'speeding', 'fast', 'spray', 'aerosol', 'nos nitrous oxide system', 'nitrous oxide system', 'faster', 'speedy', 'super fast']",,https://soundbible.com/mp3/Nitrous Oxide-SoundBible.com-1970581121.mp3,https://soundbible.com/wav/Nitrous Oxide-SoundBible.com-1970581121.wav
Dog Bite,1529-Dog-Bite.html,https://soundbible.com/1529-Dog-Bite.html,Sound of a medium size dog biting someone or something. Hes pissed off.,"['guard dog', 'attack dog', 'dog bite', 'dog', 'bark', 'bellow', 'gnarl', 'gnarr', 'grumble', 'grunt', 'howl', 'moan', 'roar', 'roll', 'rumble', 'snarl', 'bowwow', 'cur', 'doggy', 'fido', 'flea bag', 'hound', 'mans best friend', 'mongrel', 'mutt', 'pooch', 'pup', 'puppy', 'stray', 'tail wagger', 'affronted', 'annoyed', 'antagonized', 'bitter', 'chafed', 'choleric', 'convulsed', 'cross', 'displeased', 'enraged', 'exacerbated', 'exasperated', 'ferocious', 'fierce', 'fiery', 'fuming', 'furious', 'galled', 'hateful', 'ill tempered', 'impassioned', 'incensed', 'indignant', 'inflamed', 'infuriated', 'irascible', 'irate', 'ireful', 'irritable', 'irritated', 'maddened', 'nettled', 'offended', 'outraged', 'piqued', 'provoked', 'raging', 'resentful', 'riled', 'splenetic', 'sullen', 'tumultous', 'tumultuous', 'turbulent', 'uptight', 'vexed', 'wrathful']",,https://soundbible.com/mp3/Dog Bite-SoundBible.com-107030898.mp3,https://soundbible.com/wav/Dog Bite-SoundBible.com-107030898.wav
16mm Film Projector,1528-16mm-Film-Projector.html,https://soundbible.com/1528-16mm-Film-Projector.html,16mm film projector sound effect hums and clicks. The sound of an old film projector was requested by Casey Woolley.,"['old film projector', 'old film', 'projector', 'film', 'projector', '16mm film', 'movie', 'movie projector', 'cinema projector film', 'projector film sample', 'projector film']",,https://soundbible.com/mp3/16mm Film Projector-SoundBible.com-1297668862.mp3,https://soundbible.com/wav/16mm Film Projector-SoundBible.com-1297668862.wav
Slurp,1527-Slurp.html,https://soundbible.com/1527-Slurp.html,Great slurp or slurping sound effect by some guy or girl.,"['slurp', 'slurping', 'wet', 'sipping', 'drink', 'drinking', 'coffee', 'soup', 'slurped', 'liquid', 'water', 'eating']",,https://soundbible.com/mp3/Slurp-SoundBible.com-2051284741.mp3,https://soundbible.com/wav/Slurp-SoundBible.com-2051284741.wav
Ninja Samurai Sword,1526-Ninja-Samurai-Sword.html,https://soundbible.com/1526-Ninja-Samurai-Sword.html,Sound of a ninja swinging a samurai sword and cutting a limb or head off. Sound requested by Ben Carter.,"['chop', 'cut', 'decapitate', 'slice', 'slicing', 'behead', 'bring to the block', 'chop off ones head', 'decollate', 'execute', 'guillotine', 'amputate', 'cut off', 'decapitate', 'detruncate', 'file off', 'lop off', 'prune', 'ream', 'scrape off', 'shave off', 'shear', 'shorten', 'skim', 'trim', 'truncate', 'battle', 'fighting', 'ninja', 'warrior', 'fight', 'scary', 'spooky', 'horror']",,https://soundbible.com/mp3/Ninja Samurai Sword-SoundBible.com-1359598877.mp3,https://soundbible.com/wav/Ninja Samurai Sword-SoundBible.com-1359598877.wav
Triangle Dinner Bell,1525-Triangle-Dinner-Bell.html,https://soundbible.com/1525-Triangle-Dinner-Bell.html,Cowboy Triangle dinner bell sound effect. Its chow time and they are ringing the dinner bell! Requested by Jim Scully.,"['cowboy', 'triangle', 'dinner bell', 'ring dinner bell', 'country', 'ranch', 'wild west', 'cattle', 'meal time', 'chow time', 'dinner time', 'time to eat', 'hungry', 'chows up', 'order up', 'round up', 'cattle drive', 'cow bell', 'farm bell', 'western dinner bell', 'cast iron dinner bell']",,https://soundbible.com/mp3/Triangle Dinner Bell-SoundBible.com-220988408.mp3,https://soundbible.com/wav/Triangle Dinner Bell-SoundBible.com-220988408.wav
Slurping,1524-Slurping.html,https://soundbible.com/1524-Slurping.html,Great slurp or slurping sound effect by some guy or girl.,"['slurp', 'slurping', 'wet', 'sipping', 'drink', 'drinking', 'coffee', 'soup', 'slurped', 'liquid', 'water', 'eating', 'sipping', 'bottle water']",,https://soundbible.com/mp3/Slurping-SoundBible.com-755296861.mp3,https://soundbible.com/wav/Slurping-SoundBible.com-755296861.wav
Devil Dog Crazy,1523-Devil-Dog-Crazy.html,https://soundbible.com/1523-Devil-Dog-Crazy.html,Some crazy devil dog growling at someone or something. Could be a guard or attack dog.,"['guard dog', 'attack dog', 'dog', 'bark', 'bellow', 'gnarl', 'gnarr', 'grumble', 'grunt', 'howl', 'moan', 'roar', 'roll', 'rumble', 'snarl', 'bowwow', 'cur', 'doggy', 'fido', 'flea bag', 'hound', 'mans best friend', 'mongrel', 'mutt', 'pooch', 'pup', 'puppy', 'stray', 'tail wagger', 'affronted', 'annoyed', 'antagonized', 'bitter', 'chafed', 'choleric', 'convulsed', 'cross', 'displeased', 'enraged', 'exacerbated', 'exasperated', 'ferocious', 'fierce', 'fiery', 'fuming', 'furious', 'galled', 'hateful', 'ill tempered', 'impassioned', 'incensed', 'indignant', 'inflamed', 'infuriated', 'irascible', 'irate', 'ireful', 'irritable', 'irritated', 'maddened', 'nettled', 'offended', 'outraged', 'piqued', 'provoked', 'raging', 'resentful', 'riled', 'splenetic', 'sullen', 'tumultous', 'tumultuous', 'turbulent', 'uptight', 'vexed', 'wrathful']",,https://soundbible.com/mp3/Devil Dog Crazy-SoundBible.com-562441224.mp3,https://soundbible.com/wav/Devil Dog Crazy-SoundBible.com-562441224.wav
Balloon Popping,1522-Balloon-Popping.html,https://soundbible.com/1522-Balloon-Popping.html,Sound of a balloon popping at a party or a dart game at the fair. Sound requested by Cheryl Crossingham.,"['balloon', 'pop', 'popping', 'burst', 'burst', 'crack', 'snap', 'strike', 'thrust', 'whack', 'bash', 'bashing', 'bursting', 'snapping', 'click']",,https://soundbible.com/mp3/Balloon Popping-SoundBible.com-1247261379.mp3,https://soundbible.com/wav/Balloon Popping-SoundBible.com-1247261379.wav
Cardinal Bird Singing,1521-Cardinal-Bird-Singing.html,https://soundbible.com/1521-Cardinal-Bird-Singing.html,Sound of a cardinal bird singing in the back yard. Very clean cardinal bird song.,"['bird', 'birds', 'bird call', 'cardinal', 'singing', 'cardinal bird song', 'cardinal bird', 'song', 'bird song', 'cardinal']",,https://soundbible.com/mp3/Cardinal Bird Singing-SoundBible.com-271639989.mp3,https://soundbible.com/wav/Cardinal Bird Singing-SoundBible.com-271639989.wav
Decapitated,1520-Decapitated.html,https://soundbible.com/1520-Decapitated.html,Sound of someone being decapitate with a large blade. Sound requested by Ben Carter.,"['chop', 'cut', 'decapitate', 'slice', 'slicing', 'behead', 'bring to the block', 'chop off ones head', 'decollate', 'execute', 'guillotine', 'amputate', 'cut off', 'decapitate', 'detruncate', 'file off', 'lop off', 'prune', 'ream', 'scrape off', 'shave off', 'shear', 'shorten', 'skim', 'trim', 'truncate', 'battle', 'fighting', 'ninja', 'warrior', 'fight', 'scary', 'spooky', 'horror']",,https://soundbible.com/mp3/Decapitated-SoundBible.com-1227556545.mp3,https://soundbible.com/wav/Decapitated-SoundBible.com-1227556545.wav
Ice Cream Truck,1519-Ice-Cream-Truck.html,https://soundbible.com/1519-Ice-Cream-Truck.html,Ice cream truck song sound effect. Requested by Quinton. Should be used for personal use only.,"['ice cream', 'summer', 'kid', 'fun', 'ice cream song', 'ice cream truck', 'summertime', 'summer']",,https://soundbible.com/mp3/Ice Cream Truck-SoundBible.com-1981571997.mp3,https://soundbible.com/wav/Ice Cream Truck-SoundBible.com-1981571997.wav
Phone Ringing,1518-Phone-Ringing.html,https://soundbible.com/1518-Phone-Ringing.html,"Sound of a phone ringing, or telephone ringing off the hook sound.","['ringing', 'phone ringing', 'phone', 'telephone', 'household', 'business', 'phone ring', 'phonering', 'ringtone', 'cell phone', 'cell ringing', 'cell phone ringing', 'ringer']",,https://soundbible.com/mp3/Phone Ringing-SoundBible.com-1579776269.mp3,https://soundbible.com/wav/Phone Ringing-SoundBible.com-1579776269.wav
Screaming Hawk,1517-Screaming-Hawk.html,https://soundbible.com/1517-Screaming-Hawk.html,Perfect screaming hawk loud sound effect. Screaming hawk deer whistle,"['eagle', 'hawk', 'bird', 'birds', 'bird call', 'eagle call', 'hawk call', 'nature', 'falcon', 'feathered creature', 'fowl', 'feathered', 'owl', 'falcon']",,https://soundbible.com/mp3/Screaming Hawk-SoundBible.com-1210664501.mp3,https://soundbible.com/wav/Screaming Hawk-SoundBible.com-1210664501.wav
Waterfall,1516-Waterfall.html,https://soundbible.com/1516-Waterfall.html,Sound of a waterfall spilling down into a river. Great nature sound effects.,"['water', 'waterfall', 'stream', 'river', 'nature', 'ambiance', 'relaxing', 'chill', 'soothing', 'splash', 'splashing', 'camping']",,https://soundbible.com/mp3/Waterfall-SoundBible.com-1597727655.mp3,https://soundbible.com/wav/Waterfall-SoundBible.com-1597727655.wav
Best Cardinal Bird,1515-Best-Cardinal-Bird.html,https://soundbible.com/1515-Best-Cardinal-Bird.html,The sound of a cardinal bird call. This is a nice clean sound effect. Enjoy.,"['bird', 'birds', 'bird call', 'cardinal', 'singing', 'cardinal bird song', 'cardinal bird', 'song', 'bird song', 'cardinal']",,https://soundbible.com/mp3/Best Cardinal Bird-SoundBible.com-1171415022.mp3,https://soundbible.com/wav/Best Cardinal Bird-SoundBible.com-1171415022.wav
Neighborhood Dogs Barking,1514-Neighborhood-Dogs-Barking.html,https://soundbible.com/1514-Neighborhood-Dogs-Barking.html,A bunch of the neighborhood dogs barking loud and annoyingly. Great dog sound effects.,"['woof', 'dog', 'growl', 'bark', 'barking', 'growling', 'dog', 'puppy', 'dog barks', 'barking dogs', 'barking dog', 'pet', 'neighborhood', 'intruder', 'annoying', 'bothersome']",,https://soundbible.com/mp3/Neighborhood Dogs Barking-SoundBible.com-1499032321.mp3,https://soundbible.com/wav/Neighborhood Dogs Barking-SoundBible.com-1499032321.wav
Chopping Off Limb,1513-Chopping-Off-Limb.html,https://soundbible.com/1513-Chopping-Off-Limb.html,Sound of someone cutting through someones arm. Sound requested by Ben Carter.,"['chop', 'cut', 'decapitate', 'slice', 'slicing', 'behead', 'bring to the block', 'chop off ones head', 'decollate', 'execute', 'guillotine', 'amputate', 'cut off', 'decapitate', 'detruncate', 'file off', 'lop off', 'prune', 'ream', 'scrape off', 'shave off', 'shear', 'shorten', 'skim', 'trim', 'truncate', 'battle', 'fighting', 'ninja', 'warrior', 'fight']",,https://soundbible.com/mp3/Chopping Off Limb-SoundBible.com-884800545.mp3,https://soundbible.com/wav/Chopping Off Limb-SoundBible.com-884800545.wav
Civil War Drummer,1512-Civil-War-Drummer-.html,https://soundbible.com/1512-Civil-War-Drummer-.html,Soldier marching drums. User Richy requested a Soldiers Slow March snare drum sound.,"['civil war drum music', 'civil war music', 'civil war', 'civil war drummer', 'civil war drum tabs', 'civil war drum calls', 'civil war drum beats', 'civil war drum cadence', 'drum', 'battle', 'call to battle', 'soldier', 'marching', 'attendance', 'war drums', 'battlefield drums', 'battlefield', 'army', 'military', 'combat', 'revolution', 'revolutionary']",,https://soundbible.com/mp3/Civil War Drummer -SoundBible.com-700036269.mp3,https://soundbible.com/wav/Civil War Drummer -SoundBible.com-700036269.wav
Fire Truck Siren,1511-Fire-Truck-Siren.html,https://soundbible.com/1511-Fire-Truck-Siren.html,A fire truck siren sound effect with bells and horns. Fire truck leaving fire station for an emergency.,"['fire', 'firetruck', 'fireman', 'fire man', 'emergency management', 'police siren', 'ems', 'firetruck', 'fire engine', 'ambulance', 'police', '911', 'fire station', 'fire', 'firefighter', 'rescue', 'fire fighter', 'fire department', 'firefighting', 'fire rescue', 'fire equipment', 'emt', 'ladder truck']",,https://soundbible.com/mp3/Fire Truck Siren-SoundBible.com-642727443.mp3,https://soundbible.com/wav/Fire Truck Siren-SoundBible.com-642727443.wav
Rooster,1510-Rooster.html,https://soundbible.com/1510-Rooster.html,Another rooster sound effect for a farm or similar. Sound effect requested by yoli.,"['animal', 'rooster', 'wakeup', 'alarm', 'rooster crowing', 'rooster crow', 'crowing', 'chicken', 'nature', 'outdoors', 'farming', 'morning', 'early', 'waking up', 'am', 'after midnight', 'ante meridiem', 'aurora', 'before lunch', 'before noon', 'break of day', 'breakfast time', 'cockcrow', 'crack of dawn', 'dawn', 'daybreak', 'daylight', 'dayspring', 'early bright', 'first blush', 'foreday', 'forenoon', 'morn', 'morningtide', 'morrow', 'prime', 'sunrise', 'sunup', 'wee hours', 'banty', 'barnyard fowl', 'biddy', 'capon', 'chick', 'cock', 'cock a doodle do', 'cockalorum', 'cockerel', 'gump', 'heeler', 'hen', 'poultry', 'pullet', 'rooster']",,https://soundbible.com/mp3/Rooster-SoundBible.com-1114473528.mp3,https://soundbible.com/wav/Rooster-SoundBible.com-1114473528.wav
Cat Scream,1509-Cat-Scream.html,https://soundbible.com/1509-Cat-Scream.html,Sound of an angry or afraid cat screaming. Great for Halloween.,"['cat', 'scream', 'cat screech', 'yelling cat', 'feline', 'feline species', 'pet', 'halloween', 'spooky', 'horror', 'scary', 'wicked']",,https://soundbible.com/mp3/Cat Scream-SoundBible.com-871191563.mp3,https://soundbible.com/wav/Cat Scream-SoundBible.com-871191563.wav
Background Noise,1508-Background-Noise.html,https://soundbible.com/1508-Background-Noise.html,Some decent background noise from a ventilation system.,"['background noise', 'background', 'noise', 'ventilation system', 'ventilation', 'system', 'hvac', 'heating', 'fan', 'air conditioning', 'apartment', 'city', 'noisy']",,https://soundbible.com/mp3/Background Noise-SoundBible.com-190168996.mp3,https://soundbible.com/wav/Background Noise-SoundBible.com-190168996.wav
Chopping Wood,1507-Chopping-Wood.html,https://soundbible.com/1507-Chopping-Wood.html,Sound of someone chopping wood or chopping wood with an axe. requested by mel francis,"['chopping', 'axe', 'cleave', 'clip', 'cube', 'dice', 'divide', 'fell', 'fragment', 'hack', 'hackle', 'hash', 'hew', 'lop', 'mangle', 'mince', 'sever', 'shear', 'slash', 'truncate', 'whack', 'birler', 'bucker', 'cruiser', 'feller', 'logger', 'lumber cutter', 'lumberman', 'timber cruiser', 'lumberjack']",,https://soundbible.com/mp3/Chopping Wood-SoundBible.com-1716984251.mp3,https://soundbible.com/wav/Chopping Wood-SoundBible.com-1716984251.wav
Temple Bell Huge,1506-Temple-Bell-Huge.html,https://soundbible.com/1506-Temple-Bell-Huge.html,Great sound of a huge temple bell. This is the largest of 3 recorded. This sound was requested by dj sachin.,"['temple', 'church', 'synagogue', 'bell', 'ring', 'gong', 'impact', 'ringing', 'big bell', 'large bell', 'huge bell', 'church bell', 'temple bell', 'zen bell', 'alarm', 'buzz', 'buzzer', 'carillon', 'chime', 'curfew', 'ding dong', 'dinger', 'gong', 'peal', 'ringer', 'siren', 'tintinnabulum', 'tocsin', 'toll', 'warning', 'bell', 'bong', 'boom', 'clang', 'dong', 'jingle', 'knell', 'sound', 'strike', 'tinkle', 'tintinnabulate', 'toll']",,https://soundbible.com/mp3/Temple Bell Huge-SoundBible.com-695883450.mp3,https://soundbible.com/wav/Temple Bell Huge-SoundBible.com-695883450.wav
Screaming Hawk 2,1505-Screaming-Hawk-2.html,https://soundbible.com/1505-Screaming-Hawk-2.html,Perfect screaming hawk loud sound effect 2. Great nature sound effect.,"['eagle', 'hawk', 'bird', 'birds', 'bird call', 'eagle call', 'hawk call', 'nature', 'falcon', 'feathered creature', 'fowl', 'feathered', 'owl', 'falcon']",,https://soundbible.com/mp3/Screaming Hawk 2-SoundBible.com-1003225740.mp3,https://soundbible.com/wav/Screaming Hawk 2-SoundBible.com-1003225740.wav
Large Angry Dog 2,1504-Large-Angry-Dog-2.html,https://soundbible.com/1504-Large-Angry-Dog-2.html,A very large angry dog growling and snarling. Pretty evil. Number 2.,"['guard dog', 'attack dog', 'dog bite', 'dog', 'bark', 'bellow', 'gnarl', 'gnarr', 'grumble', 'grunt', 'howl', 'moan', 'roar', 'roll', 'rumble', 'snarl', 'bowwow', 'cur', 'doggy', 'fido', 'flea bag', 'hound', 'mans best friend', 'mongrel', 'mutt', 'pooch', 'pup', 'puppy', 'stray', 'tail wagger', 'affronted', 'annoyed', 'antagonized', 'bitter', 'chafed', 'choleric', 'convulsed', 'cross', 'displeased', 'enraged', 'exacerbated', 'exasperated', 'ferocious', 'fierce', 'fiery', 'fuming', 'furious', 'galled', 'hateful', 'ill tempered', 'impassioned', 'incensed', 'indignant', 'inflamed', 'infuriated', 'irascible', 'irate', 'ireful', 'irritable', 'irritated', 'maddened', 'nettled', 'offended', 'outraged', 'piqued', 'provoked', 'raging', 'resentful', 'riled', 'splenetic', 'sullen', 'tumultous', 'tumultuous', 'turbulent', 'uptight', 'vexed', 'wrathful']",,https://soundbible.com/mp3/Large Angry Dog 2-SoundBible.com-410353863.mp3,https://soundbible.com/wav/Large Angry Dog 2-SoundBible.com-410353863.wav
Old Film Projector,1503-Old-Film-Projector.html,https://soundbible.com/1503-Old-Film-Projector.html,Old film projector sound effect on a reel. The sound of an old film projector was requested by Casey Woolley.,"['old film projector', 'old film', 'projector', 'film', 'projector', '16mm film', 'movie', 'movie projector', 'cinema projector film', 'projector film sample', 'projector film']",,https://soundbible.com/mp3/Old Film Projector-SoundBible.com-443923837.mp3,https://soundbible.com/wav/Old Film Projector-SoundBible.com-443923837.wav
Slurping 2,1502-Slurping-2.html,https://soundbible.com/1502-Slurping-2.html,Great slurp or slurping sound effect by some guy or girl.,"['slurp', 'slurping', 'wet', 'sipping', 'drink', 'drinking', 'coffee', 'soup', 'slurped', 'liquid', 'water', 'eating', 'sipping', 'bottle water']",,https://soundbible.com/mp3/Slurping 2-SoundBible.com-1269549524.mp3,https://soundbible.com/wav/Slurping 2-SoundBible.com-1269549524.wav
Buzzer,1501-Buzzer.html,https://soundbible.com/1501-Buzzer.html,Buzzer sound effect like the one you might hear at the end of a basketball game.,"['buzzer', 'bell', 'buzz', 'horn', 'buzzing', 'bellringer', 'end buzzer', 'at the buzzer', 'buzzer ending game', 'end of game', 'end of game buzzer', 'basketball', 'football']",,https://soundbible.com/mp3/Buzzer-SoundBible.com-188422102.mp3,https://soundbible.com/wav/Buzzer-SoundBible.com-188422102.wav
Giggles,1500-Giggles.html,https://soundbible.com/1500-Giggles.html,Sound of giggles requested by anonymous submission. We dont usually respond to anonymous submissions but this was a good idea.,"['giggle', 'giggles', 'giggling', 'laughter', 'baby', 'cute', 'funny', 'chortle', 'chuckle', 'cluck', 'crow', 'gibber', 'giggle', 'guffaw', 'snicker', 'snigger', 'titter']",,https://soundbible.com/mp3/Giggles-SoundBible.com-710042657.mp3,https://soundbible.com/wav/Giggles-SoundBible.com-710042657.wav
Dogs Barking,1499-Dogs-Barking.html,https://soundbible.com/1499-Dogs-Barking.html,Dogs barking in a very annoying fashion. About 4 or 5 dogs in total.,"['woof', 'dog', 'growl', 'bark', 'barking', 'growling', 'dog', 'puppy', 'dog barks', 'barking dogs', 'barking dog', 'pet', 'neighborhood', 'intruder', 'annoying', 'bothersome']",,https://soundbible.com/mp3/Dogs Barking-SoundBible.com-625577590.mp3,https://soundbible.com/wav/Dogs Barking-SoundBible.com-625577590.wav
Rocket,1498-Rocket.html,https://soundbible.com/1498-Rocket.html,Rocket and rocket space ship blast off sound effect. This sound was requested by Donna Dayvis.,"['rocket', 'blast off', 'space ship', 'booster', 'firework', 'guided missile', 'intercontinental ballistic missile', 'missile', 'spacecraft', 'spaceship', 'torpedo', 'weapon', 'bomb', 'shooting']",,https://soundbible.com/mp3/Rocket-SoundBible.com-941967813.mp3,https://soundbible.com/wav/Rocket-SoundBible.com-941967813.wav
Pterodactyl Scream,1497-Pterodactyl-Scream.html,https://soundbible.com/1497-Pterodactyl-Scream.html,Sound of a pterodactyl scream screech. Great dinosaur or raptor sound effect for a scary movie or similar.,"['dinosaur', 'pterodactyl', 'scream', 'screech', 'horror', 'pterodactyl sighting', 'evil', 'monster', 'spooky', 'horror', 'teradactyl', 'teradactyl scream', 'halloween']",,https://soundbible.com/mp3/Pterodactyl Scream-SoundBible.com-244923111.mp3,https://soundbible.com/wav/Pterodactyl Scream-SoundBible.com-244923111.wav
Japanese Temple Bell Small,1496-Japanese-Temple-Bell-Small.html,https://soundbible.com/1496-Japanese-Temple-Bell-Small.html,"Japanese Temple Bell Small great for Japanese, Korean, Chinese, or other Asian sound effects.. even for Kung Fu","['temple', 'church', 'synagogue', 'bell', 'ring', 'gong', 'impact', 'ringing', 'big bell', 'large bell', 'huge bell', 'church bell', 'temple bell', 'zen bell', 'alarm', 'buzz', 'buzzer', 'carillon', 'chime', 'curfew', 'ding dong', 'dinger', 'gong', 'peal', 'ringer', 'siren', 'tintinnabulum', 'tocsin', 'toll', 'warning', 'bell', 'bong', 'boom', 'clang', 'dong', 'jingle', 'knell', 'sound', 'strike', 'tinkle', 'tintinnabulate', 'toll', 'zen', 'buddhist', 'zen buddhist']",,https://soundbible.com/mp3/Japanese Temple Bell Small-SoundBible.com-113624364.mp3,https://soundbible.com/wav/Japanese Temple Bell Small-SoundBible.com-113624364.wav
Basketball Buzzer,1495-Basketball-Buzzer.html,https://soundbible.com/1495-Basketball-Buzzer.html,Buzzer sound effect like the one you might hear at the end of a basketball game.,"['buzzer', 'bell', 'buzz', 'horn', 'buzzing', 'bellringer', 'end buzzer', 'at the buzzer', 'buzzer ending game', 'end of game', 'end of game buzzer', 'basketball', 'football']",,https://soundbible.com/mp3/Basketball Buzzer-SoundBible.com-1863250611.mp3,https://soundbible.com/wav/Basketball Buzzer-SoundBible.com-1863250611.wav
